quality,Prediction,index,Alcohol Imp,Chlorides Imp,Citric Acid Imp,Density Imp,Fixed Acidity Imp,Free Sulfur Dioxide Imp,Ph Imp,Residual Sugar Imp,Sulphates Imp,Total Sulfur Dioxide Imp,Volatile Acidity Imp,top_features,Alcohol,Chlorides,Citric Acid,Density,Fixed Acidity,Free Sulfur Dioxide,Ph,Residual Sugar,Sulphates,Total Sulfur Dioxide,Volatile Acidity
8,6.45,2939,-0.17697898,0.07034628,0.07785439,-0.027077125,0.037510633,0.08435989,-0.017199801,0.064484894,-0.03135004,0.030616116000000002,0.46274137,<pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Alcohol</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight>,9.8,0.039,0.29,0.99564,7.0,41.0,3.19,10.3,0.38,98.0,0.12
6,6.02,2940,0.02785033,0.067816816,0.052135006,-0.019647587,0.01513184,0.08390383,-0.040937115,0.047541328,-0.028239261,0.035087172,-0.09589177,<neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight> <neg_highlight>Ph</neg_highlight>,10.7,0.036000000000000004,0.34,0.99397,7.1,49.0,3.21,7.8,0.4,128.0,0.29
5,5.67,2941,-0.11239717,0.07931415,0.05076584,-0.048189345999999994,0.019701062,-0.14828666,-0.034535848,0.03945531,0.03592969,0.026849678,-0.11824708,<neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <neg_highlight>Alcohol</neg_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <neg_highlight>Density</neg_highlight>,10.6,0.022000000000000002,0.3,0.9957600000000001,7.2,14.0,3.11,8.7,0.61,111.0,0.3
5,5.53,2942,-0.31797108,0.066081196,-0.0024363783,-0.049832582,0.012278923999999998,0.063676,-0.02685154,0.021077586000000002,-0.02504238,-0.063272156,-0.025065875,<neg_highlight>Alcohol</neg_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Total Sulfur Dioxide</neg_highlight> <neg_highlight>Density</neg_highlight> <neg_highlight>Ph</neg_highlight>,9.3,0.037000000000000005,0.46,0.9960100000000001,6.8,49.0,3.17,8.3,0.47,173.0,0.26
8,6.45,2943,-0.17697898,0.07034628,0.07785439,-0.027077125,0.037510633,0.08435989,-0.017199801,0.064484894,-0.03135004,0.030616116000000002,0.46274137,<pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Alcohol</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight>,9.8,0.039,0.29,0.99564,7.0,41.0,3.19,10.3,0.38,98.0,0.12
6,6.02,2944,0.02785033,0.067816816,0.052135006,-0.019647587,0.01513184,0.08390383,-0.040937115,0.047541328,-0.028239261,0.035087172,-0.09589177,<neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight> <neg_highlight>Ph</neg_highlight>,10.7,0.036000000000000004,0.34,0.99397,7.1,49.0,3.21,7.8,0.4,128.0,0.29
8,7.18,2945,0.8112925999999999,0.12721221,0.047888365,0.042933524,0.05711311,0.10065423,0.15632941,-0.10849675,0.08062219,0.03457776,-0.050274484,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Ph</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Sulphates</pos_highlight>,14.0,0.016,0.31,0.98713,4.9,39.0,3.33,1.2,0.59,150.0,0.33
6,6.5,2946,0.25059265,0.08745544400000001,0.04127287,0.03130473,0.02403943,0.061482906,0.123447575,0.045374896,-0.032175735,0.030173851,-0.04352011,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Ph</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight>,11.0,0.026000000000000002,0.28,0.99308,5.1,27.0,3.36,8.3,0.37,107.0,0.29
6,6.5,2947,0.25059265,0.08745544400000001,0.04127287,0.03130473,0.02403943,0.061482906,0.123447575,0.045374896,-0.032175735,0.030173851,-0.04352011,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Ph</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight>,11.0,0.026000000000000002,0.28,0.99308,5.1,27.0,3.36,8.3,0.37,107.0,0.29
6,5.4,2948,-0.31861246,-0.041986108,-0.004919018,-0.042329617,0.010879202,0.068778746,-0.03601107,0.0033769156,-0.026635211000000002,-0.056306332,-0.030089698999999998,<neg_highlight>Alcohol</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Total Sulfur Dioxide</neg_highlight> <neg_highlight>Density</neg_highlight> <neg_highlight>Chlorides</neg_highlight> <neg_highlight>Ph</neg_highlight>,9.4,0.049,0.48,0.99582,6.8,55.0,3.21,6.2,0.45,182.0,0.26
6,5.4,2949,-0.3229703,-0.09215957,-0.0030838665999999995,-0.017594548,0.0047778953,0.0684456,-0.023976012999999997,0.009365324,-0.024483768,0.025021741,-0.09690239,<neg_highlight>Alcohol</neg_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <neg_highlight>Chlorides</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Total Sulfur Dioxide</pos_highlight> <neg_highlight>Sulphates</neg_highlight>,9.0,0.078,0.52,0.9949399999999999,6.0,30.0,3.1,5.0,0.36,139.0,0.28
5,4.88,2950,-0.26912573,0.004207598,-0.036917683,0.018269457,-0.021153672000000002,-0.46746099999999996,-0.037316732000000005,-0.07998925400000001,0.004434032,0.027315374,-0.13772574,<neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Alcohol</neg_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Ph</neg_highlight> <neg_highlight>Citric Acid</neg_highlight>,9.0,0.042,0.25,0.9929,6.0,8.0,3.08,1.8,0.55,108.0,0.28
5,5.62,2951,-0.21404715,-0.0024390498000000003,-0.1316479,-0.051610215999999993,0.017829541,-0.12720384,0.08554761,-0.08312810000000001,0.011468851,0.026183054,0.20891418,<neg_highlight>Alcohol</neg_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Citric Acid</neg_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <pos_highlight>Ph</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight>,10.0,0.044000000000000004,0.22,0.99471,7.2,17.0,3.37,1.6,0.53,101.0,0.2
5,5.05,2952,-0.2502911,0.0041800859999999995,-0.036917683,0.018283214,0.009237585999999999,-0.38419357,-0.037316732000000005,-0.07998925400000001,0.004434032,0.027315374,-0.09787564,<neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Alcohol</neg_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Ph</neg_highlight> <neg_highlight>Citric Acid</neg_highlight>,9.0,0.040999999999999995,0.25,0.9929,6.1,9.0,3.08,1.8,0.54,109.0,0.27
5,4.88,2953,-0.26912573,0.004207598,-0.036917683,0.018269457,-0.021153672000000002,-0.46746099999999996,-0.037316732000000005,-0.07998925400000001,0.004434032,0.027315374,-0.13772574,<neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Alcohol</neg_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Ph</neg_highlight> <neg_highlight>Citric Acid</neg_highlight>,9.0,0.042,0.25,0.9929,6.0,8.0,3.08,1.8,0.55,108.0,0.28
7,6.82,2954,0.5707979000000001,0.08401925,0.037557613,0.026007686000000002,0.023048745,0.06795701400000001,0.03246147,0.037860498,0.061155345,0.04927574,-0.052153375,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Sulphates</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Total Sulfur Dioxide</pos_highlight>,12.4,0.036000000000000004,0.3,0.9903700000000001,6.4,25.0,3.29,2.9,0.6,79.0,0.29
5,6.19,2955,0.27003515,0.004491082,-0.011497449,0.026458286,0.013719628000000001,0.07485135,-0.031410977,0.031927474,-0.023312865,0.03937369,-0.07822432,<pos_highlight>Alcohol</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Total Sulfur Dioxide</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight> <neg_highlight>Ph</neg_highlight>,11.3,0.042,0.24,0.9930399999999999,7.4,28.0,3.14,6.0,0.44,123.0,0.35
6,6.11,2956,0.30458134,0.052021217,-0.0057415619999999995,0.0050391774,-0.11299188,0.09702396,-0.1294767,-0.30440447,0.013918942,0.018000646999999998,0.28934807,<pos_highlight>Alcohol</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Ph</neg_highlight> <neg_highlight>Fixed Acidity</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight>,12.0,0.034,0.38,0.99026,8.1,36.0,2.8,0.9,0.55,86.0,0.12
6,6.59,2957,0.19146737,0.071724646,0.04627815,0.029222675,0.03330719,0.08201699999999999,-0.042540938,-0.11464473,0.06740526,0.03695973,0.31577867,<pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Alcohol</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Sulphates</pos_highlight>,11.7,0.031,0.3,0.9898600000000001,6.4,37.0,3.01,1.1,0.56,94.0,0.12
5,5.62,2958,-0.21404715,-0.0024390498000000003,-0.1316479,-0.051610215999999993,0.017829541,-0.12720384,0.08554761,-0.08312810000000001,0.011468851,0.026183054,0.20891418,<neg_highlight>Alcohol</neg_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Citric Acid</neg_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <pos_highlight>Ph</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight>,10.0,0.044000000000000004,0.22,0.99471,7.2,17.0,3.37,1.6,0.53,101.0,0.2
7,6.66,2959,0.7814158,0.07954823,-0.039810963,0.04051728,-0.0033560349,0.053801514,-0.13594641,0.036777872999999996,-0.0013235658,0.03227415,-0.06339047,<pos_highlight>Alcohol</pos_highlight> <neg_highlight>Ph</neg_highlight> <pos_highlight>Chlorides</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Density</pos_highlight>,13.2,0.016,0.26,0.98951,7.3,26.0,2.84,5.45,0.54,90.0,0.4
7,6.72,2960,0.10628051,0.024536429,0.04410065,-0.04076295,-0.013983793999999999,0.10728475,-0.028686037,0.18212143,0.06254171,0.0353741,0.36003379999999996,<pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Alcohol</pos_highlight> <pos_highlight>Sulphates</pos_highlight> <pos_highlight>Citric Acid</pos_highlight>,11.0,0.04,0.34,0.99634,7.7,41.0,3.07,14.05,0.59,114.0,0.11
6,6.3,2961,0.1882095,0.07374462,0.005748491999999999,-0.013351518,0.016370805,0.09003288,-0.04859649,0.041408576,0.0054324609999999995,0.029927818,0.031681344,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <neg_highlight>Ph</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight> <pos_highlight>Volatile Acidity</pos_highlight>,11.0,0.03,0.41,0.9936799999999999,6.9,30.0,3.22,8.0,0.54,114.0,0.23
5,5.33,2962,-0.2691697,-0.09408252,0.013939163999999999,-0.038601603,0.013715196,-0.12185107,-0.024345607000000002,0.13084535,-0.0009618780499999999,0.031138696,-0.19159792,<neg_highlight>Alcohol</neg_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Chlorides</neg_highlight> <neg_highlight>Density</neg_highlight>,9.2,0.11199999999999999,0.38,0.99792,6.9,14.0,3.02,13.1,0.48,94.0,0.38
7,6.85,2963,0.77379024,0.08985095,0.055199753,0.025443984,-0.026119176,0.10220958,-0.046137825,0.0386037,-0.012460335,0.027741814,-0.051956538,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <neg_highlight>Ph</neg_highlight>,13.0,0.021,0.29,0.99026,7.5,38.0,3.08,4.9,0.48,113.0,0.38
5,6.19,2964,-0.06211389,-0.0061101797,-0.018491494,0.035895437,0.0051660887,0.09792449,0.017982295,-0.066964865,0.08290703599999999,0.02454484,0.20010884,<pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Sulphates</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Alcohol</neg_highlight> <pos_highlight>Density</pos_highlight>,10.6,0.044000000000000004,0.24,0.9936200000000001,5.8,38.0,3.77,1.3,0.6,128.0,0.19
8,7.15,2965,0.8427483,0.11668933,-0.022342805,0.049919285,0.05018671,0.08798271,0.14821766,0.015700685,-0.008434903,0.03286075,-0.045647155,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Ph</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Fixed Acidity</pos_highlight> <pos_highlight>Density</pos_highlight>,13.0,0.021,0.26,0.98919,5.5,31.0,3.55,2.2,0.49,119.0,0.34
6,5.92,2966,-0.25236547,-0.06473338,0.082485296,-8.595959000000001e-05,0.018467558999999998,0.06481103,-0.018972263,0.12343346,-0.0014615764000000002,0.027593356,0.062488772000000005,<neg_highlight>Alcohol</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Chlorides</neg_highlight> <pos_highlight>Volatile Acidity</pos_highlight>,9.0,0.051,0.3,0.99835,6.6,33.0,3.04,14.9,0.54,118.0,0.23
6,5.92,2967,-0.25236547,-0.06473338,0.082485296,-8.595959000000001e-05,0.018467558999999998,0.06481103,-0.018972263,0.12343346,-0.0014615764000000002,0.027593356,0.062488772000000005,<neg_highlight>Alcohol</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Chlorides</neg_highlight> <pos_highlight>Volatile Acidity</pos_highlight>,9.0,0.051,0.3,0.99835,6.6,33.0,3.04,14.9,0.54,118.0,0.23
5,5.54,2968,0.21272747,0.043242897999999995,0.04729819,0.00569609,-0.22979985,0.09634299,-0.07925510000000001,-0.30510336,-0.07993741,0.016866298000000002,-0.06872448,<neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Fixed Acidity</neg_highlight> <pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Sulphates</neg_highlight> <neg_highlight>Ph</neg_highlight>,11.5,0.021,0.31,0.9903799999999999,8.4,52.0,2.93,0.95,0.32,148.0,0.31
6,6.09,2969,0.1495734,0.064683564,0.04586004,0.0151665555,0.031425986,-0.090720646,-0.029914655,-0.076527946,-0.020934775,0.0225458,0.10114148,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Residual Sugar</neg_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Citric Acid</pos_highlight>,11.0,0.025,0.3,0.9910399999999999,6.7,17.0,3.11,1.4,0.44,76.0,0.2
5,5.54,2970,0.21272747,0.043242897999999995,0.04729819,0.00569609,-0.22979985,0.09634299,-0.07925510000000001,-0.30510336,-0.07993741,0.016866298000000002,-0.06872448,<neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Fixed Acidity</neg_highlight> <pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Sulphates</neg_highlight> <neg_highlight>Ph</neg_highlight>,11.5,0.021,0.31,0.9903799999999999,8.4,52.0,2.93,0.95,0.32,148.0,0.31
5,5.04,2971,-0.17921539,-0.09009417,-0.05128264,0.018584196,0.015298085,-0.39676067,-0.028398482000000003,-0.072497874,-0.021093697999999998,0.027015809,-0.06254889,<neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Alcohol</neg_highlight> <neg_highlight>Chlorides</neg_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <neg_highlight>Citric Acid</neg_highlight>,9.9,0.05,0.24,0.9928600000000001,7.3,10.0,3.11,1.7,0.43,112.0,0.26
6,5.96,2972,-0.07719578,0.061502397,-0.114395805,0.026206478,0.014999123999999999,0.07482769,-0.027858596,0.030881132999999998,-0.02222783,0.036070626,0.08097572,<neg_highlight>Citric Acid</neg_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Alcohol</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Total Sulfur Dioxide</pos_highlight>,10.4,0.039,0.22,0.9929600000000001,6.3,31.0,3.12,5.6,0.46,128.0,0.22
6,5.92,2973,-0.25236547,-0.06473338,0.082485296,-8.595959000000001e-05,0.018467558999999998,0.06481103,-0.018972263,0.12343346,-0.0014615764000000002,0.027593356,0.062488772000000005,<neg_highlight>Alcohol</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Chlorides</neg_highlight> <pos_highlight>Volatile Acidity</pos_highlight>,9.0,0.051,0.3,0.99835,6.6,33.0,3.04,14.9,0.54,118.0,0.23
6,5.94,2974,-0.21139836,-0.045954354,0.013093253999999999,-0.02218227,-0.02218694,0.07010024,-0.024839045,0.0024369655,-0.01022864,0.028792711000000002,0.28540176,<pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Alcohol</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Chlorides</neg_highlight> <pos_highlight>Total Sulfur Dioxide</pos_highlight> <neg_highlight>Ph</neg_highlight>,9.9,0.055999999999999994,0.4,0.9954,7.5,50.0,3.06,7.1,0.52,110.0,0.19
6,6.11,2975,0.1514125,-0.010920787,0.05003138,0.014976429,-0.029052192,0.08951129,-0.03199214,-0.1315967,-0.03861924,-0.02716756,0.20052263,<pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Alcohol</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <neg_highlight>Sulphates</neg_highlight>,11.0,0.045,0.33,0.9914,8.0,71.0,3.07,1.2,0.47,162.0,0.14
6,6.65,2976,0.58894247,0.07415306,0.0018492148000000001,0.02425248,0.026274078,0.096341334,-0.038101286,0.058953047,-0.02664548,0.03278503,-0.06505578,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight> <neg_highlight>Ph</neg_highlight>,12.1,0.026000000000000002,0.39,0.9928600000000001,6.8,34.0,3.18,9.6,0.35,124.0,0.32
6,5.6,2977,-0.30374520000000005,0.021022547000000003,-0.13243409,-0.04007465,0.017558556,0.05701525,-0.0317122,0.030103315,-0.0014608719,0.029167477,0.07366133,<neg_highlight>Alcohol</neg_highlight> <neg_highlight>Citric Acid</neg_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Density</neg_highlight> <neg_highlight>Ph</neg_highlight>,9.7,0.044000000000000004,0.2,0.9960399999999999,6.6,45.0,2.96,11.4,0.51,131.0,0.23
6,5.6,2978,-0.30374520000000005,0.021022547000000003,-0.13243409,-0.04007465,0.017558556,0.05701525,-0.0317122,0.030103315,-0.0014608719,0.029167477,0.07366133,<neg_highlight>Alcohol</neg_highlight> <neg_highlight>Citric Acid</neg_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Density</neg_highlight> <neg_highlight>Ph</neg_highlight>,9.7,0.044000000000000004,0.2,0.9960399999999999,6.6,45.0,2.96,11.4,0.51,131.0,0.23
7,6.64,2979,0.59926426,0.071334034,-0.006884098000000001,0.024052206,0.024156421,0.10031395,-0.046047202999999995,0.054618806,-0.030228589,0.035316445,-0.06601525,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight> <neg_highlight>Ph</neg_highlight>,12.2,0.034,0.26,0.99119,6.7,39.0,2.99,7.9,0.3,123.0,0.36
7,6.7,2980,0.588244,0.111142166,0.018203855,0.02679794,0.015649414,0.09474192,-0.04098657,0.043242699999999995,-0.017119486,0.030379446,-0.052434158,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight> <neg_highlight>Ph</neg_highlight>,12.4,0.016,0.42,0.9900700000000001,6.1,31.0,3.15,5.0,0.31,113.0,0.38
7,6.0,2981,-0.063603036,0.06678340599999999,0.057924904000000006,-0.021203227,-0.09398391,0.078353226,-0.041709453,0.058435682,-0.012610886000000002,0.024944212,0.06519814,<neg_highlight>Fixed Acidity</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Alcohol</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight>,10.5,0.033,0.28,0.9950700000000001,8.5,30.0,3.03,11.1,0.39,97.0,0.23
6,6.06,2982,-0.080331124,-0.07041058,0.04145165,-0.042042736,0.01680047,0.0814062,0.02298009,0.011211553999999999,0.037565417999999996,-0.073165186,0.2380752,<pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Alcohol</neg_highlight> <neg_highlight>Total Sulfur Dioxide</neg_highlight> <neg_highlight>Chlorides</neg_highlight> <neg_highlight>Density</neg_highlight>,10.4,0.05,0.31,0.9959600000000001,7.0,29.0,3.28,8.0,0.57,213.0,0.2
6,6.55,2983,0.47138357,0.102124065,0.05170373,0.020085488000000002,0.0049282615,0.088872835,-0.030122956,0.044131294,-0.023875318,-0.05129007,-0.005728845,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <neg_highlight>Total Sulfur Dioxide</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight>,12.0,0.028999999999999998,0.32,0.99011,6.0,48.0,3.15,3.8,0.34,180.0,0.26
6,5.51,2984,0.5747352,0.052919637,0.06840269,-0.045025367000000004,0.020234313,-0.92413616,-0.021446394,0.08851632,-0.029276873999999998,-0.07263782,-0.07527851,<neg_highlight>Free Sulfur Dioxide</neg_highlight> <pos_highlight>Alcohol</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <neg_highlight>Total Sulfur Dioxide</neg_highlight> <pos_highlight>Citric Acid</pos_highlight>,12.7,0.037000000000000005,0.3,0.9918399999999999,6.9,4.0,3.07,10.55,0.32,28.0,0.3
7,6.37,2985,0.11137137,0.03638265,0.062117255999999996,-0.020455463,0.023270646000000002,0.085406534,-0.023318492000000003,0.063178815,-0.024967303,0.02935542,0.15043253,<pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Chlorides</pos_highlight>,10.9,0.039,0.28,0.99469,6.7,29.0,3.11,10.2,0.45,115.0,0.18
7,6.37,2986,0.11137137,0.03638265,0.062117255999999996,-0.020455463,0.023270646000000002,0.085406534,-0.023318492000000003,0.063178815,-0.024967303,0.02935542,0.15043253,<pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Chlorides</pos_highlight>,10.9,0.039,0.28,0.99469,6.7,29.0,3.11,10.2,0.45,115.0,0.18
7,6.35,2987,0.12170111,0.039787047,0.061865687,-0.020925876,0.023158168,0.085406534,-0.024850616000000002,0.039290804,-0.02405456,0.033773597,0.14072526,<pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight>,10.9,0.039,0.28,0.99406,6.8,29.0,3.11,9.8,0.45,113.0,0.18
7,6.21,2988,0.13773407,0.053971674000000004,0.048081208,0.018213283,0.018348253999999998,-0.09734919,-0.025648845,0.029615528999999998,-0.0029890095,0.017002141000000002,0.13024329,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight>,11.4,0.034,0.31,0.99305,7.2,17.0,3.15,6.3,0.52,103.0,0.19
