index,Churn,Prediction,Probability,Monthlycharges Imp,Totalcharges Imp,Tenure Imp,Internetservice Fiber Optic Imp,Longtermcustomer Yes Imp,top_features,Monthlycharges,Totalcharges,Tenure,Internetservice Fiber Optic,Longtermcustomer Yes
150,0,0.0,0.24,-0.47576836,0.16726796,-0.022480332999999998,-0.4146598,0.7936641999999999,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight> <neg_highlight>Tenure</neg_highlight>,68.55,564.35,8,0,0
151,1,1.0,0.78,0.61236066,0.36680013,0.12710357,0.38231403,0.9769165000000001,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Tenure</pos_highlight>,95.0,655.5,7,1,0
152,0,0.0,0.03,0.0040121856,0.012860345,-0.7922983,0.1189853,-1.5812386,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight>,108.15,7930.55,70,1,1
153,0,0.0,0.04,-0.8304485,0.2590608,-0.09894048400000001,-0.06797209,-1.1119671,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Totalcharges</pos_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,86.1,5215.25,62,0,1
154,0,0.0,0.13,-1.1934837,0.104948655,0.037336275,-0.38213423,0.74460137,<neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Tenure</pos_highlight>,19.7,113.5,6,0,0
155,0,1.0,0.43,0.2549302,-0.064205855,-0.3187038,0.30655578,0.73144424,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Totalcharges</neg_highlight>,80.9,1152.8,14,1,0
156,0,0.0,0.37,0.14625777,-0.105113424,-0.43804798,0.28579167,0.7886955,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Totalcharges</neg_highlight>,84.15,1821.95,22,1,0
157,0,0.0,0.02,-0.9787232,-0.06454099,-0.12967652,-0.13034475,-1.4716121000000002,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,20.15,419.9,22,0,1
158,0,0.0,0.03,-0.59258014,0.007312768000000001,-0.13196602,-0.15693018,-1.46708,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,64.25,1024.0,16,0,1
159,0,0.0,0.04,-0.42701635,-0.06338078,0.07865045,-0.15158334,-1.5360614,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Totalcharges</neg_highlight>,25.7,251.6,10,0,1
160,0,0.0,0.21,-0.35251108,0.16299863,-0.3008,-0.32849646,0.721853,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,56.0,764.55,13,0,0
161,1,1.0,0.41,0.35832226,-0.07112183,-0.42979386,0.28579167,0.7099495,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Totalcharges</neg_highlight>,82.4,1592.35,20,1,0
162,0,1.0,0.65,-0.3284404,0.20806715,0.5741729999999999,0.36249208,1.0302494,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,69.7,135.2,2,1,0
163,0,0.0,0.08,0.30846799999999996,-0.9089130999999999,0.88181496,-0.15513283,-1.2947543,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,73.9,3958.25,53,0,1
164,0,0.0,0.02,-1.087059,-0.101195715,0.010381584000000001,-0.15158334,-1.4454398000000002,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Tenure</pos_highlight>,20.6,233.9,11,0,1
165,0,0.0,0.03,-0.6064646,-0.09412069,0.42734584,-0.13034475,-1.7409736,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,19.9,1363.45,69,0,1
166,1,1.0,0.73,0.4334361,0.007729424,0.37176678,0.36730736,1.0289986,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Totalcharges</pos_highlight>,70.9,273.0,4,1,0
167,0,0.0,0.01,-0.8603748999999999,-0.16043568,-0.7998134,-0.06797209,-1.5212867,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,89.05,6254.45,72,0,1
168,1,1.0,0.47,0.62293434,-0.10127175599999999,0.07128971,-0.24324936,0.7390314,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Tenure</pos_highlight>,45.3,2651.2,58,0,0
169,0,0.0,0.09,-1.1917536,-0.08946046,-0.18372454,-0.29284286,0.662931,<neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,20.4,321.4,16,0,0
170,0,0.0,0.04,0.23866120000000002,-0.9017853000000001,-0.2732663,0.1336549,-1.2754244,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight>,84.25,3539.25,43,1,1
171,1,1.0,0.84,0.8939308000000001,0.10776883,0.46769646,0.35332638,1.0579003999999999,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Totalcharges</pos_highlight>,104.4,242.8,2,1,0
172,0,0.0,0.08,0.5846296999999999,-0.26405293,-0.07486833,-0.17064767,-1.2642075000000002,<neg_highlight>Longtermcustomer Yes</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Tenure</neg_highlight>,81.95,1181.75,14,0,1
173,1,1.0,0.44,0.17899708,0.9279556000000001,0.87802255,0.1189853,-1.1238906000000002,<neg_highlight>Longtermcustomer Yes</neg_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight>,94.85,5000.2,53,1,1
174,0,0.0,0.02,-1.0455761000000001,-0.02599448,-0.31721540000000004,-0.13034475,-1.3745952,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,20.55,654.55,32,0,1
175,0,0.0,0.14,-0.65634453,0.10641854,-0.41151309999999997,-0.29284286,0.69007206,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,24.7,780.2,34,0,0
176,1,1.0,0.62,0.5558711,0.3397031,-0.34453717,0.30655578,0.85249454,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight>,74.45,1145.7,15,1,0
177,1,1.0,0.7,0.38817313,0.26549512,0.13939637,0.38960722,0.86155,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Tenure</pos_highlight>,76.45,503.6,7,1,0
178,0,1.0,0.61,0.8105848000000001,-0.12610288,-0.26127110000000003,0.29926258,0.9200898999999999,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,105.35,1559.25,15,1,0
179,0,0.0,0.03,-0.7076180999999999,-0.08334912,0.28012678,-0.13034475,-1.6267124,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,20.55,1252.0,61,0,1
180,1,1.0,0.68,0.6141964,0.24779138,0.52337044,-0.3059192,0.8821101999999998,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,29.95,29.95,1,0,0
181,0,1.0,0.56,0.53673536,-0.18503155,0.5128804,-0.27997234,0.8821101999999998,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,45.3,45.3,1,0,0
182,1,1.0,0.72,0.37125355,0.32112786,0.12126198,0.38960722,0.9402959999999999,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Tenure</pos_highlight>,84.5,662.65,8,1,0
183,0,0.0,0.02,-0.40568334,-0.29893407,-0.3512761,-0.17710653,-1.6410325000000001,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,74.75,2453.3,33,0,1
184,1,1.0,0.52,0.27944463,0.31884209999999996,-0.34215292,0.30655578,0.7345803000000001,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight>,79.25,1111.65,13,1,0
185,1,1.0,0.43,-0.4617396,0.56421924,0.3792989,-0.33105674,0.7925395000000001,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,24.8,24.8,1,0,0
186,0,0.0,0.17,-0.46269578,0.0394513,-0.34142253,-0.30850136,0.69603556,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,51.8,1023.85,20,0,0
187,0,1.0,0.59,0.3859517,0.24415186,0.41435042,-0.3181403,0.8655719000000001,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,30.4,82.15,3,0,0
188,0,0.0,0.02,-1.0841745,-0.13102487,-0.043271425999999995,-0.13493472,-1.4845961,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Tenure</neg_highlight>,19.65,244.8,13,0,1
189,0,0.0,0.16,-0.40506017,-0.140657,-0.29641736,-0.3195502,0.7373982,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,56.6,2379.1,40,0,0
190,0,0.0,0.02,0.001866089,-0.94798136,-0.24786666,-0.15513283,-1.2947543,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight>,71.9,3173.35,43,0,1
191,1,1.0,0.75,0.4290960999999999,0.42340420000000006,0.13914761,0.38231403,0.94394606,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Tenure</pos_highlight>,91.0,531.0,6,1,0
192,0,0.0,0.03,-0.6603643,-0.08561269,0.4727374,-0.13034475,-1.7409736,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,19.75,1375.4,69,0,1
193,0,0.0,0.03,0.0040121856,0.012860345,-0.7922983,0.1189853,-1.5812386,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight>,109.7,8129.3,72,1,1
194,0,0.0,0.2,0.7589667,0.009194263000000001,0.32551834,-0.13034475,-1.1421553,<neg_highlight>Longtermcustomer Yes</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,19.3,1192.7,59,0,1
195,0,1.0,0.44,0.30404112,-0.12982374,-0.35016808,0.2802466,0.8730193000000002,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Totalcharges</neg_highlight>,96.55,1901.65,20,1,0
196,0,0.0,0.03,-0.6063326,0.051316332,-0.07986998599999999,-0.13034475,-1.4341879,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,24.1,587.4,24,0,1
197,0,0.0,0.14,-1.1396128,-0.35041776,-0.16447279,0.19570215,0.82185894,<neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Tenure</neg_highlight>,111.35,6519.75,59,1,0
198,0,0.0,0.02,-0.78590685,-0.05088063,-0.670804,0.1189853,-1.5812386,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Totalcharges</neg_highlight>,112.25,8041.65,72,1,1
199,0,0.0,0.19,-1.3778721999999999,0.40500143,0.29798815,-0.33105674,0.7509585999999999,<neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Tenure</pos_highlight>,20.75,20.75,1,0,0
200,0,0.0,0.04,0.2669901,-0.5299383000000001,-0.115843415,0.1189853,-1.6417376000000001,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Tenure</neg_highlight>,101.9,2681.15,27,1,1
201,0,1.0,0.45,0.0383298,0.2534001,-0.34215292,0.30655578,0.7345803000000001,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight>,80.05,1112.3,14,1,0
202,0,0.0,0.05,0.97222865,0.042127784,-0.8774562,0.1189853,-1.9559342,<neg_highlight>Longtermcustomer Yes</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Totalcharges</pos_highlight>,105.55,7405.5,71,1,1
203,0,1.0,0.45,0.28048074,0.047476094,-0.34215292,0.30655578,0.70961034,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Totalcharges</pos_highlight>,78.3,1033.95,13,1,0
204,0,0.0,0.12,-0.5566095999999999,-0.68729526,-0.4475362,0.21224426,0.70194817,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight>,68.85,2958.95,44,1,0
205,0,0.0,0.08,0.6109949,-0.45375547,-0.37546809999999997,0.1336549,-1.173932,<neg_highlight>Longtermcustomer Yes</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight>,79.95,2684.85,33,1,1
206,0,0.0,0.01,-0.5318343000000001,-0.90976375,-0.82970536,-0.13507839,-1.4068402,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,55.45,4179.2,72,0,1
207,1,1.0,0.75,0.23860236,0.2766055,0.5549155,0.33317214,0.9281226,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight>,79.9,79.9,1,1,0
208,1,1.0,0.58,0.99848634,-0.27959925,-0.34900734,0.2802466,0.89859504,<pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Totalcharges</neg_highlight>,106.6,1934.45,19,1,0
209,0,0.0,0.04,0.22416328,-0.33004552,-0.07681189,0.1189853,-1.8730881999999998,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Tenure</neg_highlight>,102.45,6654.1,64,1,1
210,1,1.0,0.69,0.59753734,0.29295596,0.5339311999999999,-0.27997234,0.8821101999999998,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,46.0,84.5,2,0,0
211,0,0.0,0.3,-0.5359611999999999,0.06996879,0.3792989,-0.33105674,0.7925395000000001,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,25.25,25.25,1,0,0
212,0,0.0,0.05,-0.64669454,0.39709723,0.32944068,-0.13034475,-1.7463765,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,19.75,1124.2,61,0,1
213,0,0.0,0.02,-0.94263273,0.04192691,-0.30733517,-0.13034475,-1.4888563,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,20.0,540.05,29,0,1
214,0,0.0,0.15,-0.98677367,-0.08052938,-0.45639250000000003,0.22158109,0.7886955,<neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Totalcharges</neg_highlight>,86.8,1975.85,23,1,0
215,0,0.0,0.08,-0.6177045,-1.0949221000000002,0.025848700000000002,-0.24395010000000003,0.6369715,<neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Tenure</pos_highlight>,58.75,3437.45,57,0,0
216,0,0.0,0.01,0.06506705,-0.7504178000000001,-0.83715427,-0.09428238,-1.4068402,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight>,45.25,3139.8,72,0,1
217,0,0.0,0.02,-0.53117913,-0.89109796,0.25718233,-0.13507839,-1.4068402,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,56.6,3789.2,66,0,1
218,0,0.0,0.04,0.15789104,-0.44204944,-0.08178399,-0.15513283,-1.5212867,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Tenure</neg_highlight>,84.2,5324.5,65,0,1
219,0,1.0,0.64,0.21503872,0.21142966,0.1295161,0.38960722,0.86155,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Tenure</pos_highlight>,80.0,624.6,8,1,0
220,1,1.0,0.73,0.3972761,0.007729424,0.40792677,0.36730736,1.0289986,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Totalcharges</pos_highlight>,70.15,268.35,4,1,0
221,0,0.0,0.01,-0.46143132,-0.19620064,-0.7695345,-0.14139359,-1.6986033,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,24.75,1836.9,71,0,1
222,0,0.0,0.03,-1.1192802,0.33778477,0.20304699,-0.13325968,-1.492045,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,20.2,20.2,1,0,1
223,1,1.0,0.39,-0.34377548,0.17416352,0.42491130000000005,-0.36487648,0.8655719000000001,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,50.05,179.35,4,0,0
224,0,0.0,0.12,0.327973,-0.008652327,0.004220761,-0.15158334,-0.9608832,<neg_highlight>Longtermcustomer Yes</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Tenure</pos_highlight>,19.35,219.35,12,0,1
